Nome;Partido;Estado;Codigo;CD01O091O008804;CD01O091O008805;CD01O091O008806;CD01O091O008807;CD01O091O008808;CD01O092E008810;CD01O092E008811;CD01O092E008812;CD01O092E008813;CD01O094O008814;CD01O094O008815;CD01O094O008817;CD01O094O008818;CD01O100O008819;CD01O109O008822;CD01O109O008823;CD01O109O008824;CD01O109O008826;CD01O110E008832;CD01O111E008835;CD01O114E008846;CD01O122O008858;CD01O122O008859;CD01O123E008860;CD01O123E008861;CD01O123E008863;CD01O123E008864;CD01O123E008865;CD01O124E008866;CD01O124E008867;CD01O124E008868;CD01O124E008869;CD01O124E008870;CD01O124E008871;CD01O124E008872;CD01O124E008873;CD01O127E008874;CD01O127E008875;CD01O127E008876;CD01O127E008877;CD01O127E008878;CD01O127E008879;CD01O127E008880;CD01O127E008881;CD01O127E008883;CD01O127E008891;CD01O128E008893;CD01O128E008894;CD01O128E008895;Lado;tsne-1d-one;tsne-2d-two
JOÃO CAMPOS;PRB;Goiás;418;Não Votou;Não Votou;Não Votou;Não Votou;Não;Não Votou;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não;Não Votou;Não;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não Votou;Não;Não;Não;GOVERNO;-4.2519927;-14.415098
ALCIDES RODRIGUES;PRP;Goiás;419;Não;Não;Sim;Sim;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Sim;Não;Não Votou;Sim;Não;Não Votou;Não Votou;Sim;Não;Sim;Sim;Não;Não;Não Votou;Sim;Sim;Sim;Sim;Sim;Não Votou;Não;Sim;Não;Não Votou;Não;MINORIA;3.7757375;-20.057693
DR. ZACHARIAS CALIL;DEM;Goiás;420;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Não;Não Votou;Sim;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não;Sim;Não Votou;Sim;Não Votou;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não;Não Votou;GOVERNO;2.0680711;12.92988
DELEGADO WALDIR;PSL;Goiás;421;Não;Não Votou;Sim;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Não Votou;Não;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não;Não Votou;Não Votou;Não;Não Votou;Sim;Não Votou;Não Votou;Obstrução;Obstrução;Obstrução;Não Votou;Não Votou;Obstrução;Não Votou;Não Votou;Não Votou;Obstrução;Obstrução;Não Votou;Obstrução;Obstrução;Não Votou;Obstrução;Não Votou;Obstrução;Não Votou;Obstrução;Não Votou;Não;Não Votou;Sim;Sim;Sim;GOVERNO;-12.778695;20.510838
FLÁVIA MORAIS;PDT;Goiás;422;Não Votou;Não;Não Votou;Não Votou;Obstrução;Obstrução;Sim;Obstrução;Não Votou;Obstrução;Não Votou;Obstrução;Sim;Sim;Obstrução;Obstrução;Não;Não Votou;Não Votou;Não Votou;Sim;Obstrução;Sim;Obstrução;Não Votou;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Sim;Não Votou;Não Votou;Obstrução;Obstrução;Não;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Não Votou;Obstrução;Obstrução;Obstrução;Não;Sim;Sim;Sim;MINORIA;-14.718081;22.237259
ELIAS VAZ;PSB;Goiás;423;Obstrução;Sim;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Abstenção;Obstrução;Obstrução;Sim;Sim;Não Votou;Obstrução;Obstrução;Obstrução;Sim;Não;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;OPOSIÇÃO;-12.85503;6.148192
FRANCISCO JR.;PSD;Goiás;424;Não;Não Votou;Sim;Sim;Não;Não;Sim;Sim;Obstrução;Não;Não;Não;Sim;Sim;Não;Não;Não;Não Votou;Não;Não;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Obstrução;Não Votou;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Obstrução;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não;Sim;Sim;Sim;GOVERNO;-2.201297;17.01324
RUBENS OTONI;PT;Goiás;425;Obstrução;Obstrução;Obstrução;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Obstrução;Não Votou;Não Votou;Não Votou;Sim;Obstrução;Não Votou;Não Votou;Não Votou;Não Votou;Não;Não;Não Votou;Não;Não Votou;Sim;Não;Não Votou;Sim;Não Votou;Não Votou;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Não;Não Votou;Não;OPOSIÇÃO;-7.357118;-13.502858
GLAUSTIN FOKUS;PSC;Goiás;426;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não Votou;Não Votou;Não Votou;Sim;Não;Não;Não Votou;Não Votou;Não;Não Votou;Não;Não;Sim;Não;Sim;Não;Não;Não Votou;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Não Votou;Sim;Não;Não;Sim;Não;Não Votou;Sim;GOVERNO;6.7634244;-4.875106
JOSE MARIO SCHREINER;DEM;Goiás;427;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não Votou;Não;Não;Sim;Sim;Não;Não;Não;Não;Não;Não Votou;Sim;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não;Não Votou;Não Votou;Abstenção;Não Votou;Não;GOVERNO;0.9600236;13.449002
JOSÉ NELTO;Podemos;Goiás;428;Não Votou;Não;Sim;Não Votou;Não;Não;Sim;Sim;Não Votou;Não;Não Votou;Não Votou;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não;Não Votou;Não;Sim;Não;Não Votou;Sim;Não Votou;Sim;Não Votou;Não Votou;Não Votou;Sim;Sim;Sim;Não;Sim;Não Votou;Não Votou;Não Votou;Sim;Sim;Não;Não;Sim;Não;Não;Não;MINORIA;-0.29047212;-18.240088
MAJOR VITOR HUGO;PSL;Goiás;429;Não Votou;Não;Sim;Não Votou;Não Votou;Não;Sim;Não Votou;Sim;Não;Não Votou;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não;Não Votou;Não;Sim;Sim;Não;Não;Não Votou;Sim;Não;Não Votou;Sim;Não;Sim;Não Votou;Não Votou;Não Votou;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Não Votou;Não Votou;Não Votou;GOVERNO;19.943588;-8.7323675
LUCAS VERGILIO;Solidariedade;Goiás;430;Não;Não Votou;Não Votou;Sim;Não Votou;Não;Sim;Sim;Sim;Não;Não Votou;Não;Sim;Não;Não Votou;Não;Não;Não Votou;Sim;Não Votou;Não;Não Votou;Não;Não;Sim;Não;Não Votou;Não Votou;Não Votou;Sim;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Não Votou;Sim;Não Votou;Não;Sim;Sim;Não Votou;Não;MINORIA;-2.2378898;5.345718
MAGDA MOFATTO;PR;Goiás;431;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não;Não;Não;Não Votou;Não;Não Votou;Não;Não;Não;Não;Sim;Não;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não Votou;Sim;Sim;Não Votou;Não Votou;Não Votou;Sim;Não;Não;Sim;Não;Não;Sim;GOVERNO;5.226072;-5.526187
PROFESSOR ALCIDES;PP;Goiás;432;Não;Não;Sim;Sim;Não Votou;Não;Sim;Não Votou;Sim;Não;Não Votou;Não;Sim;Não;Não;Não;Não;Não;Não;Obstrução;Não;Não;Não Votou;Não;Sim;Não;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Não Votou;Sim;Não;Sim;Sim;Sim;Sim;Sim;Não Votou;Não Votou;Não;Sim;Não;Não;Sim;GOVERNO;5.6993966;-19.138662
BETO PEREIRA;PSDB;Mato Grosso do Sul;433;Não;Não;Sim;Sim;Não;Não;Sim;Não Votou;Não Votou;Não;Não Votou;Não;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não;Não;Sim;Sim;Sim;GOVERNO;-4.0147386;16.130583
DAGOBERTO NOGUEIRA;PDT;Mato Grosso do Sul;434;Obstrução;Não Votou;Não Votou;Não Votou;Obstrução;Obstrução;Não Votou;Não Votou;Não Votou;Obstrução;Obstrução;Não Votou;Sim;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Obstrução;Sim;Não;Não;Não;Sim;Não;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Não;MINORIA;-1.9745736;-15.970842
DR. LUIZ OVANDO;PSL;Mato Grosso do Sul;435;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Sim;Sim;Não;Não Votou;Não;Sim;Não;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;Não;Sim;Sim;GOVERNO;16.453913;-7.1845264
FÁBIO TRAD;PSD;Mato Grosso do Sul;436;Não;Não Votou;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Sim;Não Votou;Não;Não;Não Votou;Não;Sim;Sim;Não Votou;Não Votou;Obstrução;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Obstrução;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Sim;Sim;GOVERNO;-0.5582132;16.791004
VANDER LOUBET;PT;Mato Grosso do Sul;438;Não Votou;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Não Votou;Obstrução;Não Votou;Não Votou;Obstrução;Sim;Obstrução;Não Votou;Não Votou;Não Votou;Sim;Obstrução;Não;Não;Não;Não;Sim;Não;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Não;OPOSIÇÃO;-9.836156;-12.52732
LOESTER TRUTIS;PSL;Mato Grosso do Sul;439;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não Votou;Sim;Não;Não;Não;Não;Não;Não;Não Votou;Sim;Não;Não;Não;Sim;Não;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Não Votou;Sim;Não;Não;Sim;Não;Sim;Sim;GOVERNO;15.985512;-6.6727023
ROSE MODESTO;PSDB;Mato Grosso do Sul;440;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Não;Não Votou;Sim;Obstrução;Não Votou;Não Votou;Obstrução;Não Votou;Obstrução;Obstrução;Obstrução;Obstrução;Não Votou;Obstrução;Obstrução;Obstrução;Obstrução;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Obstrução;Obstrução;Não Votou;Não;Sim;Sim;Sim;GOVERNO;-6.720429;24.836523
ALIEL MACHADO;PSB;Paraná;441;Obstrução;Sim;Não Votou;Não Votou;Obstrução;Obstrução;Sim;Sim;Obstrução;Obstrução;Não Votou;Obstrução;Não Votou;Sim;Obstrução;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Sim;Não;Não;Não;Sim;Não;Não;Sim;Não;Sim;Não;Não Votou;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Não;OPOSIÇÃO;-2.181925;-16.355402
CHRISTIANE DE SOUZA YARED;PR;Paraná;442;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não Votou;Não Votou;Não Votou;Sim;Sim;Não Votou;Não;Não;Não;Não;Sim;Sim;Não;Não Votou;Não Votou;Sim;Não;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Não;GOVERNO;14.592778;-16.539785
ALINE SLEUTJES;PSL;Paraná;443;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não;Sim;Não;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Não;GOVERNO;-4.6699314;-14.094198
AROLDO MARTINS;PRB;Paraná;444;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não Votou;Não;Sim;Não Votou;Não;Não;Não;Não;Não;Não;Não Votou;Não;Não Votou;Não;Sim;Não;Não;Não;Não;Sim;Sim;Sim;Não;Não Votou;Sim;Não;Não;Não;Não Votou;Não;Não;Não;Não Votou;Sim;Não;Não;Sim;Não Votou;Sim;GOVERNO;-1.1995654;24.603138
BOCA ABERTA;PROS;Paraná;445;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Sim;Sim;Não;Não Votou;Não;Não Votou;Não;Sim;Sim;Não;Não Votou;Não;Sim;Não;Não;Sim;Não;Sim;Não;Não Votou;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Não Votou;Sim;Não Votou;Não;Sim;Não;Não;Não;MINORIA;-10.211315;-16.075342
FELIPE FRANCISCHINI;PSL;Paraná;446;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não Votou;Não;Não Votou;Não;Não;Não;Não;Não Votou;Não;Sim;Sim;Não;Não Votou;Não;Sim;Não;Não;Sim;Não;Não Votou;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Não Votou;Sim;Não Votou;Não Votou;Sim;Não;Não Votou;Sim;Não;Não;Não;GOVERNO;17.694624;-15.780228
DIEGO GARCIA;Podemos;Paraná;447;Não;Não;Não Votou;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Não Votou;Não;Não;Não;Não;Não;Sim;Sim;Não;Não;Não Votou;Sim;Não;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;MINORIA;15.119261;-8.709763
HERMES PARCIANELLO;MDB;Paraná;448;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não Votou;Não;Não Votou;Sim;Não Votou;Não;Não;Não;Não;Abstenção;Não;Obstrução;Sim;Obstrução;Não Votou;Não Votou;Não Votou;Não Votou;Obstrução;Obstrução;Sim;Não Votou;Obstrução;Obstrução;Obstrução;Não;Não Votou;Não Votou;Obstrução;Obstrução;Não Votou;Não Votou;Não Votou;Não Votou;Obstrução;Não Votou;Não Votou;Sim;Sim;GOVERNO;-6.7320395;21.343008
ENIO VERRI;PT;Paraná;449;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Não Votou;Não Votou;Não Votou;Obstrução;Obstrução;Sim;Sim;Obstrução;Não Votou;Não Votou;Não Votou;Sim;Não;Não;Não;Não Votou;Não;Sim;Não Votou;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não Votou;Sim;Não;Não;Não;OPOSIÇÃO;-8.323542;-14.654572
FILIPE BARROS;PSL;Paraná;450;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Não;Não;Não Votou;Não;Não;Não;Não Votou;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;GOVERNO;1.0316203;16.71609
GLEISI HOFFMANN;PT;Paraná;451;Não Votou;Não Votou;Obstrução;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Obstrução;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Obstrução;Não Votou;Não Votou;Não Votou;Não Votou;Obstrução;Obstrução;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Sim;Não Votou;Sim;Não Votou;Não;Não;Sim;Sim;Sim;OPOSIÇÃO;-13.707841;11.766303
GUSTAVO FRUET;PDT;Paraná;452;Obstrução;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Obstrução;Não Votou;Não;Não Votou;Não Votou;Sim;Sim;Não;Não Votou;Não Votou;Não Votou;Não Votou;Obstrução;Sim;Obstrução;Não Votou;Obstrução;Não Votou;Não Votou;Obstrução;Obstrução;Não Votou;Obstrução;Sim;Obstrução;Obstrução;Não Votou;Não Votou;Obstrução;Não Votou;Obstrução;Obstrução;Não Votou;Obstrução;Não;Não Votou;Sim;Não;Não;Não Votou;Sim;Sim;MINORIA;-15.402332;19.508055
LEANDRE;PV;Paraná;453;Não Votou;Não;Não Votou;Não Votou;Não Votou;Não;Não Votou;Sim;Sim;Não Votou;Não;Não Votou;Sim;Não Votou;Não;Não;Não Votou;Não Votou;Não;Não Votou;Não Votou;Não;Não Votou;Não;Sim;Não Votou;Não;Sim;Não Votou;Sim;Não;Sim;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não;Não Votou;Não Votou;Não Votou;Sim;MINORIA;5.309805;9.660513
LUISA CANZIANI;PTB;Paraná;454;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não;Sim;Sim;Sim;Não;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não;Sim;Não;Não;Sim;Não Votou;Sim;Não;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não;Sim;Não Votou;Sim;Não Votou;Não Votou;Não Votou;Não;Não;Sim;Não;Não;Não;GOVERNO;-0.43579054;-18.146196
VERMELHO;PSD;Paraná;455;Não;Não;Sim;Sim;Não Votou;Não;Não Votou;Sim;Não Votou;Não Votou;Não;Não Votou;Sim;Sim;Não;Não;Não;Não Votou;Não;Não Votou;Sim;Obstrução;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Não;Sim;Sim;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;GOVERNO;0.1566971;15.509157
LUCIANO DUCCI;PSB;Paraná;457;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Não Votou;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Não Votou;Não;Sim;Não;Não Votou;Não Votou;Não Votou;Não;Não;Sim;Não;Não Votou;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Não Votou;Não Votou;Não;Não;Sim;Não;Não Votou;Não;OPOSIÇÃO;11.350349;-19.030575
PAULO EDUARDO MARTINS;PSC;Paraná;458;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Não Votou;Não Votou;Não Votou;Não;Sim;Não;Não;Não;Não;Não;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Não Votou;Sim;Não;Não Votou;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não Votou;Sim;Não;Não;Sim;GOVERNO;15.285747;-10.963772
LUIZ NISHIMORI;PR;Paraná;459;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Sim;Não;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Não Votou;Não Votou;Não Votou;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;GOVERNO;-6.504715;-4.8561034
RUBENS BUENO;CIDADANIA;Paraná;460;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Abstenção;Não;Sim;Sim;Não;Não;Não;Não;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Não;MINORIA;13.800585;-15.315993
PEDRO LUPION;DEM;Paraná;461;Não;Não;Não Votou;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Não;Não Votou;Não;Não;Não;Não;Sim;Sim;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Não Votou;Não Votou;Sim;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Não;Não Votou;Não Votou;Não Votou;Não Votou;GOVERNO;3.3480885;16.400646
RICARDO BARROS;PP;Paraná;462;Não Votou;Não Votou;Sim;Sim;Não;Não;Sim;Sim;Não Votou;Não Votou;Não;Não Votou;Sim;Não Votou;Não;Não;Não;Não;Não;Obstrução;Não;Não;Não;Não;Sim;Não;Não;Sim;Não;Sim;Sim;Não;Não;Sim;Não Votou;Não Votou;Não;Sim;Sim;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não;Sim;Não;Abstenção;Não;GOVERNO;5.5941873;-14.11222
LUIZÃO GOULART;PRB;Paraná;463;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não Votou;Sim;Sim;Não;Não;Não;Não;Sim;Não;Sim;Não;Não;Não;Sim;Não;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Não;GOVERNO;11.276577;-17.201868
SARGENTO FAHUR;PSD;Paraná;464;Não Votou;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Não Votou;Não;Não;Não;Não;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Não Votou;Sim;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Sim;Não;Sim;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;GOVERNO;5.642205;12.161607
GIACOBO;PR;Paraná;466;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não Votou;Não;Não;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não;Não;Não;Sim;Não;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Sim;GOVERNO;3.1658547;-3.8733945
SERGIO SOUZA;MDB;Paraná;467;Não Votou;Não;Sim;Sim;Não;Não;Não Votou;Não Votou;Sim;Não;Não;Não Votou;Sim;Sim;Não;Não;Não;Não Votou;Não;Obstrução;Não;Não Votou;Não Votou;Obstrução;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Não Votou;Obstrução;Não Votou;Não;Não Votou;Não Votou;Não Votou;Obstrução;Não Votou;Não Votou;Não Votou;Não Votou;Obstrução;Não Votou;Não Votou;Sim;Sim;GOVERNO;-4.8941054;16.100006
ZECA DIRCEU;PT;Paraná;468;Não Votou;Não Votou;Obstrução;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Obstrução;Não Votou;Obstrução;Obstrução;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Obstrução;Não Votou;Não;Não;Não;Não;Sim;Não;Não;Sim;Não;Sim;Não;Sim;Não Votou;Sim;Sim;Sim;Não;Sim;Sim;Não Votou;Não Votou;Não Votou;Sim;Não;Não;Sim;Não;Não;Sim;OPOSIÇÃO;-6.828889;-10.419707
SCHIAVINATO;PP;Paraná;469;Não Votou;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não Votou;Não Votou;Sim;Não Votou;Não;Não;Não;Não;Não;Não Votou;Sim;Não Votou;Não;Não Votou;Sim;Não;Não;Sim;Não;Não Votou;Não;Sim;Não;Sim;Sim;Sim;Não Votou;Sim;Sim;Sim;Sim;Sim;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;GOVERNO;14.861246;-8.862898
TONINHO WANDSCHEER;PROS;Paraná;470;Não Votou;Não Votou;Sim;Não Votou;Não;Não Votou;Não Votou;Sim;Sim;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Não;Não Votou;Não;Não Votou;Não;Não Votou;Não Votou;Não;Não;Não Votou;Sim;Não;Não;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não Votou;Não Votou;Não Votou;Não;Não;Não;Sim;Não;Não;Sim;MINORIA;-3.8184252;19.073162
ANGELA AMIN;PP;Santa Catarina;471;Não;Não Votou;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Abstenção;Sim;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não;Não;Não;Sim;Não;Não;Sim;Não;Sim;Não;Sim;Não;Não Votou;Sim;Não Votou;Não Votou;Sim;Não Votou;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Não;Sim;GOVERNO;12.2928915;-4.142452
