Nome;Partido;Estado;Codigo;CC01O010E008955;CD01O185E008959;CD01O185E008960;CD01O187E008961;CD01O187E008962;CD01O187E008963;CD01O187E008964;CD01O187E008965;CD01O188E008966;CD01O188E008967;CD01O188E008968;CD01O189E008969;CD01O189E008970;CD01O189E008971;CD01O189E008972;CD01O191E008973;CD01O191E008974;CD01O191E008975;CD01O192E008976;CD01O192E008977;CD01O192E008978;CD01O192E008979;CD01O194E008980;CD01O194E008981;CD01O194E008982;CD01O194E008983;CD01O195E008984;CD01O195E008985;CD01O195E008986;CD01O195E008988;CD01O196E008989;CD01O196E008990;CD01O196E008991;CD01O196E008992;CD01O196E008993;Lado;tsne-1d-one;tsne-2d-two
DIEGO ANDRADE;PSD;Minas Gerais;228;Sim;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não;Sim;Não Votou;Não Votou;Sim;Não;Não Votou;Sim;Não Votou;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não Votou;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;GOVERNO;12.642778;4.0684714
DR. FREDERICO;Patriota;Minas Gerais;229;Sim;Não;Não;Sim;Não;Sim;Não;Não;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Sim;Não Votou;Sim;Sim;Sim;Sim;MINORIA;24.45208;2.550404
EDUARDO BARBOSA;PSDB;Minas Gerais;230;Sim;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;GOVERNO;14.526184;23.016928
DIMAS FABIANO;PP;Minas Gerais;231;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não;Sim;Não Votou;Não;Sim;Não;Sim;Não Votou;Não;Não Votou;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;Não Votou;Não Votou;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;GOVERNO;1.412328;-5.880655
BILAC PINTO;DEM;Minas Gerais;232;Não Votou;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não Votou;GOVERNO;18.727533;13.657498
DOMINGOS SÁVIO;PSDB;Minas Gerais;233;Sim;Sim;Não;Não Votou;Não;Não Votou;Não Votou;Não Votou;Não;Não;Sim;Não;Não;Não Votou;Não;Não Votou;Sim;Não Votou;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;GOVERNO;10.200496;7.609177
EMIDINHO MADEIRA;PSB;Minas Gerais;234;Sim;Sim;Não;Não Votou;Não;Sim;Não;Sim;Não;Não Votou;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Não;Não Votou;Não;Sim;Sim;Não Votou;OPOSIÇÃO;-8.432698;2.1949558
MARCELO ARO;PP;Minas Gerais;236;Não Votou;Sim;Não;Não Votou;Sim;Não;Sim;Não;Não;Não Votou;Sim;Não Votou;Não Votou;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não Votou;Sim;Sim;Sim;Sim;GOVERNO;19.01479;0.085123554
MARGARIDA SALOMÃO;PT;Minas Gerais;237;Não Votou;Sim;Não;Não Votou;Não Votou;Sim;Não Votou;Sim;Não Votou;Não Votou;Sim;Não;Não Votou;Sim;Não;Não Votou;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não Votou;Não Votou;Não;Sim;Não;Não Votou;Sim;Sim;Sim;Sim;OPOSIÇÃO;6.9510217;10.065642
FÁBIO RAMALHO;MDB;Minas Gerais;238;Sim;Não Votou;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Sim;Sim;Não;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Não;Sim;Sim;Não;Não;Não;Não;Não;Sim;Não;Obstrução;Sim;Não;Não;Não Votou;Não;Não;Não;Sim;GOVERNO;-37.101368;-14.903476
MÁRIO HERINGER;PDT;Minas Gerais;239;Não Votou;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não Votou;Sim;Não;Não Votou;Sim;Não;Não;Sim;Não Votou;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;MINORIA;-6.2160254;5.3344088
EUCLYDES PETTERSEN;PSC;Minas Gerais;240;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Obstrução;Não Votou;Não;Não Votou;Sim;Abstenção;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;GOVERNO;-15.480951;-16.684185
FRANCO CARTAFINA;PP;Minas Gerais;241;Sim;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não Votou;Sim;Não Votou;Não;Não Votou;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;GOVERNO;12.386596;7.25197
EROS BIONDINI;PROS;Minas Gerais;242;Sim;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não Votou;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Não;Sim;Sim;Não;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;MINORIA;-1.3055794;5.418787
LINCOLN PORTELA;PL;Minas Gerais;243;Sim;Sim;Não Votou;Não Votou;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não Votou;Sim;Sim;Sim;Sim;MINORIA;4.278348;-2.4213493
FRED COSTA;Patriota;Minas Gerais;244;Sim;Não;Não;Não;Não Votou;Não;Sim;Não Votou;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Não;Sim;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Não;Não Votou;Não;Não;Sim;Sim;MINORIA;-5.5335035;-1.3257864
MISAEL VARELLA;PSD;Minas Gerais;245;Sim;Não;Sim;Sim;Abstenção;Não;Sim;Não;Não;Não Votou;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Sim;Não Votou;Sim;Sim;Sim;Sim;GOVERNO;21.26715;-0.5592865
GILBERTO ABRAMO;PRB;Minas Gerais;246;Sim;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não;Sim;Não Votou;Não Votou;Sim;Não;Não;Sim;Sim;Não Votou;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não Votou;GOVERNO;2.4243085;-2.8812842
NEWTON CARDOSO JR;MDB;Minas Gerais;247;Não Votou;Sim;Não Votou;Não Votou;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não Votou;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;GOVERNO;19.767904;18.983818
GREYCE ELIAS;Avate;Minas Gerais;248;Sim;Sim;Não Votou;Não Votou;Não;Sim;Não Votou;Sim;Não;Não;Sim;Não Votou;Não Votou;Não Votou;Não;Não Votou;Sim;Não Votou;Não;Sim;Sim;Não;Não Votou;Não Votou;Sim;Não;Não;Não;Sim;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;MINORIA;-2.4155939;-6.6020184
PATRUS ANANIAS;PT;Minas Gerais;249;Não Votou;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não Votou;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não Votou;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;OPOSIÇÃO;18.156523;17.555204
JÚLIO DELGADO;PSB;Minas Gerais;250;Não Votou;Não Votou;Não Votou;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Sim;Sim;Não;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Não;Sim;Obstrução;Não;Não;Não;Obstrução;Não;Não;Não;Obstrução;Sim;Não;Não;Obstrução;Não;Não;Não;Sim;OPOSIÇÃO;-38.174973;-11.191218
LUIS TIBÉ;Avate;Minas Gerais;251;Não Votou;Sim;Não Votou;Não Votou;Não;Sim;Não Votou;Sim;Não;Sim;Não;Sim;Sim;Não;Obstrução;Não Votou;Não;Sim;Sim;Não;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Não;Não;Não Votou;Não;Não;Não;Sim;MINORIA;-22.238567;-22.987917
MAURO LOPES;MDB;Minas Gerais;252;Não Votou;Não Votou;Não Votou;Não;Não;Não Votou;Não Votou;Sim;Não;Não Votou;Sim;Não Votou;Não;Não Votou;Não;Não;Sim;Não;Não Votou;Sim;Sim;Sim;Não;Sim;Sim;Não;Não Votou;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;GOVERNO;18.14415;21.64445
LEONARDO MONTEIRO;PT;Minas Gerais;253;Sim;Sim;Não;Não;Não Votou;Sim;Não;Não Votou;Não;Não;Sim;Não Votou;Não;Sim;Não;Não Votou;Sim;Sim;Não;Sim;Sim;Sim;Não;Não;Sim;Não;Não Votou;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;OPOSIÇÃO;-6.004756;9.971465
HERCÍLIO COELHO DINIZ;MDB;Minas Gerais;254;Sim;Sim;Obstrução;Não Votou;Não Votou;Sim;Não;Sim;Sim;Sim;Não;Obstrução;Obstrução;Obstrução;Não Votou;Obstrução;Não;Não Votou;Sim;Não;Não;Não;Obstrução;Não;Sim;Não;Obstrução;Sim;Não;Não;Não Votou;Não;Não;Não;Não;GOVERNO;-27.60905;-16.827444
IGOR TIMO;Podemos;Minas Gerais;255;Sim;Sim;Não Votou;Não;Não;Sim;Não;Sim;Não;Não Votou;Sim;Não;Não Votou;Sim;Não;Não;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não Votou;Sim;Sim;Não Votou;Sim;MINORIA;3.3408556;-3.5083895
LAFAYETTE DE ANDRADA;PRB;Minas Gerais;256;Sim;Não Votou;Não;Não;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não Votou;Não;Não;Sim;Não Votou;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não Votou;Não Votou;Sim;Não;Não Votou;Sim;Sim;Sim;Sim;GOVERNO;10.833035;19.421103
LÉO MOTTA;PSL;Minas Gerais;257;Sim;Sim;Não;Não Votou;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não Votou;Não;Sim;Não;Não Votou;Sim;Sim;Sim;Sim;GOVERNO;10.79593;15.570235
LUCAS GONZALEZ;NOVO;Minas Gerais;258;Não;Sim;Não;Não;Não;Sim;Não Votou;Sim;Não;Não;Sim;Sim;Não;Sim;Não;Não;Sim;Não Votou;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não Votou;Não Votou;Sim;Não;Não;Sim;Sim;Sim;Sim;GOVERNO;20.348753;21.906534
PADRE JOÃO;PT;Minas Gerais;259;Não;Sim;Não;Não Votou;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Sim;Sim;Não;Sim;Sim;Sim;Sim;OPOSIÇÃO;32.377586;13.86377
PAULO GUEDES;PT;Minas Gerais;260;Não;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Sim;Sim;Não;Obstrução;Não Votou;Obstrução;Obstrução;Obstrução;Não;Sim;Obstrução;Não;Não;Não;Obstrução;Não;Sim;Não;Não Votou;Sim;Não;Não;Obstrução;Não;Não;Não;Não Votou;OPOSIÇÃO;-35.54724;-12.346504
PINHEIRINHO;PP;Minas Gerais;261;Sim;Sim;Não;Não;Não;Sim;Não;Sim;Sim;Sim;Não;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Não;Sim;Sim;Não;Não;Não;Obstrução;Não;Sim;Não;Obstrução;Sim;Não;Não;Não Votou;Não;Não;Não;Não Votou;GOVERNO;-27.869318;-16.357025
ROGÉRIO CORREIA;PT;Minas Gerais;262;Não;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não Votou;Sim;Não Votou;Não Votou;Sim;Não;Não Votou;Sim;Não Votou;Não Votou;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;OPOSIÇÃO;11.91384;1.3967185
PAULO ABI-ACKEL;PSDB;Minas Gerais;263;Sim;Não Votou;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Não;Sim;Não Votou;Não;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Não;Sim;Obstrução;Não;Não;Não;Obstrução;Não;Sim;Não;Obstrução;Sim;Não;Não;Obstrução;Não;Não;Não;Sim;GOVERNO;-37.31035;-13.088797
TIAGO MITRAUD;NOVO;Minas Gerais;264;Não;Sim;Não;Não Votou;Não;Sim;Não Votou;Sim;Não;Não;Sim;Não Votou;Não;Sim;Não;Não Votou;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não Votou;Sim;Sim;Sim;Sim;GOVERNO;22.757063;15.396913
VILSON DA FETAEMG;PSB;Minas Gerais;265;Obstrução;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Sim;Sim;Não;Sim;Sim;Sim;Sim;OPOSIÇÃO;32.184265;13.806607
ZÉ VITOR;PL;Minas Gerais;266;Não Votou;Sim;Não;Não;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Obstrução;Sim;Não;Sim;Sim;Sim;Não;Não;Sim;Não;Sim;Não;Obstrução;Sim;Não;Não;Obstrução;Não;Não;Não;Sim;MINORIA;-24.942667;-21.9017
STEFANO AGUIAR;PSD;Minas Gerais;267;Não Votou;Sim;Não;Não Votou;Não;Sim;Não;Sim;Não;Não Votou;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;GOVERNO;5.9013143;-0.9116568
RODRIGO DE CASTRO;PSDB;Minas Gerais;268;Não Votou;Sim;Não;Não Votou;Não Votou;Sim;Não;Sim;Não;Não;Sim;Não Votou;Não Votou;Sim;Não;Não;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não Votou;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;GOVERNO;8.795442;-0.73112947
ODAIR CUNHA;PT;Minas Gerais;269;Não Votou;Sim;Não;Não;Não;Sim;Não Votou;Sim;Não;Não;Sim;Não;Não Votou;Sim;Não;Não Votou;Sim;Não;Não;Sim;Sim;Sim;Não Votou;Sim;Sim;Não;Não Votou;Não;Sim;Não;Não Votou;Sim;Sim;Sim;Sim;OPOSIÇÃO;14.056056;19.884323
WELITON PRADO;PROS;Minas Gerais;270;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Sim;Não Votou;Não;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Não;Sim;Obstrução;Não;Não;Não;Obstrução;Não;Sim;Não;Não Votou;Sim;Não;Não;Obstrução;Não;Não;Não;Abstenção;MINORIA;-31.96027;-13.157919
ZÉ SILVA;Solidariedade;Minas Gerais;271;Sim;Não Votou;Sim;Não Votou;Sim;Não;Sim;Não;Sim;Não Votou;Não;Sim;Sim;Não;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não Votou;Sim;Sim;Não;Sim;Não;Não;Não;Sim;MINORIA;-21.09943;-27.71342
REGINALDO LOPES;PT;Minas Gerais;272;Não;Sim;Não;Não Votou;Não;Não;Não Votou;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não Votou;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;OPOSIÇÃO;8.513971;-7.8447943
SUBTENENTE GONZAGA;PDT;Minas Gerais;273;Não Votou;Não Votou;Obstrução;Não Votou;Obstrução;Obstrução;Obstrução;Obstrução;Sim;Não Votou;Não;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Não;Sim;Obstrução;Não;Não;Não;Obstrução;Não;Sim;Não;Obstrução;Sim;Não;Não;Obstrução;Não;Não;Não;Sim;MINORIA;-36.54555;-12.944301
EVAIR VIEIRA DE MELO;PP;Espírito Santo;274;Sim;Sim;Não;Não;Não Votou;Sim;Não Votou;Sim;Sim;Não Votou;Não;Não Votou;Não Votou;Obstrução;Sim;Não Votou;Sim;Sim;Sim;Abstenção;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;GOVERNO;-22.094414;-18.546534
AMARO NETO;PRB;Espírito Santo;275;Sim;Sim;Não;Não Votou;Não;Sim;Não Votou;Sim;Não;Não Votou;Sim;Não;Não;Sim;Não;Não Votou;Sim;Não Votou;Não;Sim;Sim;Sim;Não;Sim;Sim;Não Votou;Não;Não;Sim;Não;Não Votou;Sim;Sim;Sim;Sim;GOVERNO;8.509411;7.029295
DA VITÓRIA;CIDADANIA;Espírito Santo;276;Sim;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não Votou;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;MINORIA;16.696444;10.251445
DRA. SORAYA MANATO;PSL;Espírito Santo;277;Sim;Sim;Não;Não Votou;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;GOVERNO;-5.5378885;6.74935
FELIPE RIGONI;PSB;Espírito Santo;278;Sim;Sim;Não;Não Votou;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não Votou;Sim;Sim;Sim;Sim;OPOSIÇÃO;11.483008;13.225929
HELDER SALOMÃO;PT;Espírito Santo;279;Não Votou;Não;Não Votou;Sim;Não;Sim;Não Votou;Não;Não;Não Votou;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Não;Não;Não;Não;Não;Sim;Sim;Não Votou;Não;Sim;Sim;Não;Não Votou;Sim;Sim;Sim;Sim;OPOSIÇÃO;-6.8015776;-7.5034513
LAURIETE;PL;Espírito Santo;281;Sim;Obstrução;Obstrução;Obstrução;Não Votou;Sim;Não Votou;Sim;Sim;Sim;Não;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Não;Sim;Obstrução;Não;Não;Não;Obstrução;Não;Sim;Não;Obstrução;Não Votou;Não;Não;Não Votou;Não;Não;Não;Sim;MINORIA;-30.471584;-13.982991
NORMA AYUB;DEM;Espírito Santo;282;Sim;Sim;Não;Não;Não;Sim;Não;Sim;Não Votou;Não Votou;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Não;Sim;Sim;Sim;GOVERNO;-1.5247438;-0.29051667
SERGIO VIDIGAL;PDT;Espírito Santo;283;Sim;Sim;Não;Não;Não;Sim;Não;Sim;Não Votou;Não Votou;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não Votou;Sim;Sim;Não;Não;Não;Sim;Sim;Sim;MINORIA;-2.3351972;-1.052468
ALEXANDRE SERFIOTIS;PSD;Rio de Janeiro;284;Não Votou;Não;Não;Não Votou;Não Votou;Sim;Não Votou;Sim;Sim;Sim;Não;Obstrução;Não Votou;Obstrução;Obstrução;Obstrução;Não;Sim;Sim;Abstenção;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Não Votou;Não;Não;Não;Sim;GOVERNO;-19.278236;-18.225853
CARLOS JORDY;PSL;Rio de Janeiro;285;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;GOVERNO;17.758457;5.7061954
ALTINEU CÔRTES;PL;Rio de Janeiro;286;Não Votou;Não Votou;Não;Não;Não;Sim;Não;Sim;Não;Não Votou;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não Votou;Não;Sim;Sim;Não Votou;Sim;Sim;Sim;Sim;MINORIA;26.961298;13.311964
ALESSANDRO MOLON;PSB;Rio de Janeiro;287;Obstrução;Sim;Não;Não Votou;Não Votou;Sim;Não Votou;Sim;Não;Não Votou;Sim;Não;Não Votou;Sim;Não;Não Votou;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;OPOSIÇÃO;9.35914;-3.2782793
CHIQUINHO BRAZÃO;Avate;Rio de Janeiro;288;Não Votou;Não;Sim;Sim;Sim;Não;Sim;Não;Sim;Não Votou;Não;Sim;Sim;Não Votou;Obstrução;Não Votou;Não;Sim;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não Votou;Sim;Não;Não;Não Votou;Não;Não;Não;Sim;MINORIA;-21.962168;-27.730713
CHRIS TONIETTO;PSL;Rio de Janeiro;289;Sim;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não Votou;Sim;Não;Não;Não Votou;Não;Não;Sim;Não Votou;Não;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Não;Sim;Não;Não Votou;Sim;Sim;Sim;Sim;GOVERNO;-6.473809;8.262616
AUREO RIBEIRO;Solidariedade;Rio de Janeiro;290;Não Votou;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não Votou;Não Votou;Sim;Não;Não;Sim;Sim;Sim;Sim;MINORIA;17.034447;19.52006
BENEDITA DA SILVA;PT;Rio de Janeiro;291;Não;Sim;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Não Votou;Sim;Não;Sim;Não Votou;Não Votou;Sim;Não;Não;Sim;Sim;Não;Sim;Não;Sim;Não Votou;Sim;Sim;Não Votou;Não;Sim;Sim;Não;Não Votou;Sim;Sim;Sim;Não Votou;OPOSIÇÃO;4.961247;-9.698898
CHRISTINO AUREO;PP;Rio de Janeiro;292;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Não;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Não;Sim;Obstrução;Não;Não;Não;Obstrução;Não;Sim;Não;Obstrução;Sim;Não;Não;Obstrução;Não;Não;Não;Sim;GOVERNO;-33.27614;-13.268913
CHICO D`ANGELO;PDT;Rio de Janeiro;293;Não;Sim;Não;Não Votou;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não Votou;Sim;Não Votou;Não Votou;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não Votou;MINORIA;9.258477;-4.123214
CLARISSA GAROTINHO;PROS;Rio de Janeiro;294;Não Votou;Sim;Não;Não;Não;Não Votou;Não Votou;Sim;Sim;Sim;Não;Obstrução;Não Votou;Obstrução;Obstrução;Obstrução;Não;Sim;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não Votou;Sim;Sim;Não;Sim;Não;Não;Não;Sim;MINORIA;-20.865526;-18.164692
DANIEL SILVEIRA;PSL;Rio de Janeiro;295;Sim;Sim;Não Votou;Não;Não Votou;Sim;Não;Sim;Não Votou;Não Votou;Não;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Não;Sim;Sim;Não;Não;Não;Não Votou;Não;Sim;Não;Não Votou;Sim;Não;Não;Sim;Não;Não;Não;Sim;GOVERNO;-25.472456;-18.571735
DANIELA DO WAGUINHO;MDB;Rio de Janeiro;296;Sim;Sim;Não;Não Votou;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Abstenção;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;GOVERNO;11.611456;10.650575
DELEGADO ANTÔNIO FURTADO;PSL;Rio de Janeiro;297;Sim;Sim;Não;Não;Não;Sim;Não;Sim;Não Votou;Não Votou;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;GOVERNO;3.193592;0.33956677
DR. LUIZ ANTONIO TEIXEIRA JR.;PP;Rio de Janeiro;298;Sim;Não;Não;Não;Não;Abstenção;Não;Não;Não;Não Votou;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;GOVERNO;24.902822;-0.77332634
FELÍCIO LATERÇA;PSL;Rio de Janeiro;299;Sim;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não Votou;Não Votou;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;GOVERNO;1.317991;-1.1022816
FLORDELIS;PSD;Rio de Janeiro;300;Não Votou;Sim;Não;Não Votou;Não;Sim;Não;Sim;Não;Não Votou;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não Votou;Não;Sim;Não;Não Votou;Sim;Sim;Sim;Sim;GOVERNO;6.817307;-0.23753773
GELSON AZEVEDO;PL;Rio de Janeiro;301;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não Votou;Não Votou;Sim;Não;Não Votou;Sim;Sim;Sim;Sim;MINORIA;-2.0871136;-11.899484
GUTEMBERG REIS;MDB;Rio de Janeiro;302;Sim;Não Votou;Não;Não;Não;Não Votou;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Não;Não;Não;Sim;Sim;Sim;Sim;GOVERNO;5.354731;-6.1452894
